sno,recoding_url,user,human_transcribe,nemo_transcribe,deepgram_transcribe,Nemo,Deepgram
11007,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636492490.15526-in_2.wav,m.aqib,well ammm,well up,Well,FALSE,FALSE
11013,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636670145.83808-in_6.wav,m.aqib,well been your calling from all you must see cerlebrities all the time just one of them who have you seen recently i am on deadline for my column make it short and naughty and night,well been your calling from all you must see cerebritis all the time just one of them who have you seen recently i am on deadline for my column make it short and naughty and night,Well being that youre calling from La you must see celebrities all the time just one of them Who you seen recently Im on deadline for my column make it short and naughty and night,FALSE,FALSE
11017,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636473717.3748-in_6.wav,m.aqib,well being you calling from the al a you must see celebrities all the time just one of them who he seen recently i am on deadline for my column make it short and naughty and night,well being you calling from al a you must see cerebritis all the time just one of them who he seen recently i am on deadline for my column make it short and naughty and night,Well being that you calling from La you must cease celebrities all the time just one of them Who you seen recently Im on deadline for my make it short and not and night,FALSE,FALSE
11027,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_21.wav,m.aqib,well doesnt say what they want to when it expired,well doesnt say what they want to when it expired,Hell it doesnt say what date what to when it expired,TRUE,FALSE
11030,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635960486.6911-in_1.wav,m.aqib,well except at I  hello hallo hello,well except at a hello hallo hello,Well except i Hello Hello Hello,FALSE,FALSE
11031,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495475.26768-in_1.wav,m.aqib,well fine ,well fire,No Bye,FALSE,FALSE
11032,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636044522.213774-in_8.wav,m.aqib,well five tom out five thousand,well five tom out five thousand,about five oh five thousand,TRUE,FALSE
11033,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636067704.280523-in_13.wav,m.aqib,well g if you wont let me talk to your supervisor then the best time for you to call is on hall free iper,well g if you wont let me talk to your supervisor then the best time for you to call is on hall freeipoer,Well if if you wont ever talk to your supervisor Then the best time for you to call is with hell free over,FALSE,FALSE
11034,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635878622.13847-in_0.wav,m.aqib,well get a recording and transcribe of this call go ahead and say your name and why your calling,well get a recording and transcribe of this call go ahead and say your name and why your calling,well get a recording and transcript of this call Go ahead and say your name and why youre calling,TRUE,FALSE
11037,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634925998.24620-in_0.wav,m.aqib,well go ahead,well go ahead,Hello Go ahead,TRUE,FALSE
11051,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636151426.6424-in_6.wav,m.aqib,well hey ,well way,Hello Hey,FALSE,FALSE
11053,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_17.wav,m.aqib,well hold on,well hold on,Hold on,TRUE,FALSE
11055,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_3.wav,m.aqib,well how are you going scam me,well how are you going o get me,how are you guys scam,FALSE,FALSE
11058,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_68.wav,m.aqib,well human an and i dont say maybe on the back,well human a an i dont say maybe on the back,Well humana I know dont say Maybe on the back,FALSE,FALSE
11079,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635538531.114076-in_2.wav,m.aqib,well I dont  update it ,who do update it,Well how do I update it,FALSE,FALSE
11081,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636749998.132195-in_1.wav,m.aqib,well i dont carry it debt i pay my ba my all my balance is in full,well i dont carry it debt i pay my ba my all my balance is in full,Well I dont carry a debt I pay my My all my balance is in full,TRUE,FALSE
11093,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI5-1635795045.24520-in_1.wav,m.aqib,well i dont have any debts so i dont know what i want to talk ye about,well i dont have any debts so i dont know what id want to talk ye about,Well I dont have any debt So I dont know what Id wanna talk Hear about,FALSE,FALSE
11095,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635013559.51427-in_2.wav,m.aqib,well i dont have no debt,well i dont have no debt,Well I dont have no data,TRUE,FALSE
11106,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637001726.57608-in_1.wav,m.aqib,well I dont know James it took you so long to say hello and i dont know i was on your mind today jane,well i dont know james it took you so long to say hello end i dont know i was on your mind to day jane,Well I dont know james it took you so long to say hello I I dont know Hello Whats on your mind today james,FALSE,FALSE
11120,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_58.wav,m.aqib,well I dont understand what what you talk about,well i dont understand what what you talk about,Well I dont understand what what youre talking about,TRUE,FALSE
11122,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1634926804.27335-in_3.wav,m.aqib,well i dont want to talk to a fucking computer,well i dont want to talk to a fucking computer,Well I dont wanna talk to a fucking computer,TRUE,FALSE
11127,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_4.wav,m.aqib,well I guess I dont have much I dont have much on my credit card,well i guess i dont have much i dont have much on my credit card,Well I guess I dont have much I dont have my on my credit card,TRUE,FALSE
11129,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635874746.35051-in_3.wav,m.aqib,Well I guess so ,well i guess so,Well if I guess so,FALSE,FALSE
11140,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636829047.186574-in_2.wav,m.aqib,well i i dont have them,well i i dont have them,Well I I dont have the,TRUE,FALSE
11141,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_9.wav,m.aqib,well I just have wonder are you serious?,well i just have one at i use vara,Well I just have one that I used,FALSE,FALSE
11146,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461119.25552-in_3.wav,m.aqib,well i might as well all wont quit calling til yeah i do,well i might as well all wont quit calling til yeah i do,Well Im might as well like yall wont quit calling So yeah,TRUE,FALSE
11150,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636386763.44271-in_3.wav,m.aqib,well i only o thirteen dollars and forty five cents so what are you going to do for them,well i only o thirteen dollars and forty five cents so what are you going to do for hem,Well I only owe thirteen dollars and forty five cents So what are you gonna do for,FALSE,FALSE
11152,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636049071.42975-in_13.wav,m.aqib,well i say a i want to talk to whomever it was going to help,whatll i say a i want to talk to whomever it was going to help,what do I say I want to talk to a whomever it was gonna help,FALSE,FALSE
11157,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635012803.37114-in_3.wav,m.aqib,well i think im not a good candidate thank you,well i think im not a good candidate thank you,No i I think Im not a good candidate Thank you,TRUE,FALSE
11173,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635539133.107921-in_2.wav,m.aqib,well i would if i had any dont have any,well i would if i had any donald have any,Really word if I had any but i dont have any,FALSE,FALSE
11175,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635195690.11469-in_4.wav,m.aqib,well I would like to know how you get my number,well would like to know how youl get my number,Well I would like to know how yall got my number,FALSE,FALSE
11179,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635610503.156577-in_1.wav,m.aqib,"well if i had not  any debt id be glad to talk to you but i dont have any
",well if i hadnt any dead id be glad to talk to you but i dont have any,Well if I had any debt glad had to talk to you but I dont have any,FALSE,FALSE
11186,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636492490.15526-in_4.wav,m.aqib,well im a very sick man i that stroke give been down for three years and i,well im a very sick man i that stroke give been down for three years and i,Well Im very sick man Ive stroke Ive been down for three years And I,TRUE,FALSE
11193,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1634943439.66084-in_6.wav,m.aqib,well im holding im trying to find somebody because i got called last week and i told them i dont have any debt,well im holding im trying to find somebody because i got called last week and i told them i dont have any debt,Well Im holding Im trying to find somebody because I got called last week and I told them I dont have any debt,TRUE,TRUE
11203,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635890831.3066-in_0.wav,m.aqib,well Im not sure could you repeat that,well im not sure could you repeat that,Well Im not sure Could you repeat that,TRUE,TRUE
11207,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_36.wav,m.aqib,well Im trying to look you a pharmacy discard,well im trying to look you a pharmicy discard,Well Im trying to look here I Ive got a pharmacy,FALSE,FALSE
11221,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_35.wav,m.aqib,well Ive got a card here Ive got a met her well oh god I dont,well ive got a card here ie got a met her well oh god i dont,Where Got a car here Ive got a Medicare well Oh god I dont,FALSE,FALSE
11226,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635960486.6911-in_0.wav,m.aqib,well just to hear about it i dont know what its all about,well just to hear about it i dont know what its all about,Oh just to hear about it I dont know what its all about,TRUE,FALSE
11227,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_16.wav,m.aqib,well let me go get it,well let me go get it,Well let me go get it,TRUE,TRUE
11228,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635955260.87888-in_5.wav,m.aqib,well let me hell this i dont have any debt and i dont have any i dont have any get i dont have any credits i o have any credit cards,well let me hell this i dont have any cet and i dont have any i dont have any get i dont have any credits i o have any credit cards,Well let me have this I dont have any debt and I dont have any I dont have any debt I dont have any credits Oh I dont have any debt and I dont have any credit cards,FALSE,FALSE
11236,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_26.wav,m.aqib,well look o better this time you fucking criminal because i know youre listening asswhole i know its a computer but youre listening,well look o better this time you plucking criminal because i know youre listening as all i know its a computer but youre listening,Well lets see better this time fucking criminal because I know youre listening me asshole I know its a computer but youre listening,FALSE,FALSE
11248,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_33.wav,m.aqib,well not too good a of lucky kids and I just lost my mind how what,well not too good a of lucky kiss and i just lost my mind how what,Well not to of lost my tickets and Im just lost someone on So what,FALSE,FALSE
11253,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635979809.14305-in_2.wav,m.aqib,well please  everything else you have to know,well me everything else you have to know,Well reaching else you have to note,FALSE,FALSE
11273,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635270368.19070-in_5.wav,m.aqib,well that just doesnt go by that what will you need my name for,well that just doesnt go by that what will you need my name for,Well that just doesnt go by that What will you need my name report,TRUE,FALSE
11279,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636995775.62265-in_1.wav,m.aqib,well thats a wrong number ,well  ar a get down number,Well alright Ive got wrong number,FALSE,FALSE
11280,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635800404.19517-in_2.wav,m.aqib,well thats because i had never had a dance,well thats because i had never had a dance,Well thats because I had never had a debt,TRUE,FALSE
11287,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635800404.19517-in_4.wav,m.aqib,well thats what he said but i aint on no debt to get relief from,wellthats what he said but i aint on no bet to git relief from,Well thats what he said But I aint got no debt to get really from,FALSE,FALSE
11290,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636556698.1187-in_1.wav,m.aqib,well the art papers four regions drive thought,well the art papers four regions drive thought,Well Four regions Drive street,TRUE,FALSE
11291,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636054066.20484-in_8.wav,m.aqib,well the indians stay journey journel  will just love to get your dress sweetheart ,well the indiasfata joy jacob will just love to get your dress sweeter,Well has stated to any driver would dis long to get your address where sweetheart,FALSE,FALSE
11300,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_36.wav,m.aqib,well then tell me tell me who your tell me who you think you have i dont like giving information to strangers for tell me who you think you have and i can say yes or no ,well then tell me tell me who your tell me who you think you have i dont like giving information to strangers for tell me who you think you have and i can say yes or no are,Welcome Tell me Tell me who youre tell me who you think you have I like getting information to strangers So tell me who you think you have and I can say yes or no Do you,FALSE,FALSE
11303,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635894088.10002-in_1.wav,m.aqib,well this is joe from the ni dedtrelief program and i dont need anything was i dont know anybody i dont know anybody i dont know anybody anything an im not going to give anybody anything dat i don of so i am yes gun te stick around you know anyone  stay we i man an i keep my in to myself and you can keep your money to yourself an and well be just fine james,well this is joe from the ni dead relief program and i dont need anything was i dont know anybody i dont know anybody i dont know anybody anything an im note going to give anybody anything dat i don of so im yes gun te stick around ye know an en stay we i man an i keep my in to myself and you can keep your money to yourself an and well be just fine jane,Well this is Joe from the program And I dont need anything because I dont owe anybody I dont owe any I dont owe anybody anything And Im not gonna give anybody Anything that I dont all on So Im just gonna stick around you know this day way Im mad And keep my Myself And you can pay your money to your sales and and will be just fine Change,FALSE,FALSE
11305,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1634942345.24563-in_1.wav,m.aqib,well to be honest with you i am not in debt in any way shy perform you wasting your time,well to be honest with you im not in kept in any way shan perform you watson your time,Well to be honest with you Im not debt any anyway shape for you wasting your to,FALSE,FALSE
11306,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635887870.9703-in_2.wav,m.aqib,well too bad,well too bad,Well too bad,TRUE,TRUE
11308,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635545071.135530-in_2.wav,m.aqib,well we better fix it,well wed better fix it,Well we better fix,FALSE,FALSE
11327,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636817206.46419-in_1.wav,m.aqib,well what makes you think i have a credit debt,well what makes you think i have a prayer dead,Well what my using I have a credit debt,FALSE,FALSE
11328,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635954380.21476-in_9.wav,m.aqib,well what o by what can we do about it what can i do i dont have the money to pay off my credit car what can i do,well what o by what can we do about it what can i do i dont have the money to pay off my credit car what can i do,Well what hey what can we do about it What can I do I dont have the money to pay off my credit card What can I do,TRUE,FALSE
11352,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635200517.30232-in_1.wav,m.aqib,well yeah i dont have any debt though,well yeah i dont have any debt though,You have Yeah I dont have any debt though,TRUE,FALSE
11353,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_2.wav,m.aqib,well yeah I dont think I have much on my credit cards right now but Ill take Ill take we information you want to give me,well yeah i dont think i have much on my credit cards right now but ill take ill take we information you want to give me,Well yeah I dont think I have much on my credit cards right now but Ill take Okay Whatever information you wanna get,TRUE,FALSE
11372,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636050099.230724-in_8.wav,m.aqib,well you i dont know anything about,well you i dont know anything about,Well you I dont know anything but with you,TRUE,FALSE
11374,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635956728.26088-in_2.wav,m.aqib,well you just called me about talk to you,well you just called me a array talk to you,Well you just called me I about talk to you,FALSE,FALSE
11392,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635608389.150330-in_5.wav,m.aqib,well youd like to learn a little bit more information,well youd like to learn a little bit more information,Well yeah Id like to learn a little bit more information,TRUE,FALSE
11402,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635956441.91662-in_2.wav,m.aqib,were expanded here expanded,were expended here expanded,well extended it here suspend,FALSE,FALSE
11403,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_4.wav,m.aqib,were getting am worship where you have that,were getting am worship where you have that,Very good dogs where you hold that,TRUE,FALSE
11409,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635435749.2819-in_1.wav,m.aqib,were you sir moving,were you sir moving,you said movement,TRUE,FALSE
11410,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635962051.115509-in_4.wav,m.aqib,wh will you tell you tell me who i am i want to know who youre calling,wh will you tell you tell me who i am i want to know who youre calling,What will you tell you tell me who I am I wanna know who youre calling,TRUE,FALSE
11420,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636646224.12717-in_0.wav,m.aqib,what a fuck is this ,what a folk dis this,fuck is this,FALSE,FALSE
11447,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635875740.11371-in_1.wav,m.aqib,what american want,what american want,with American what,TRUE,FALSE
11450,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636495155.27668-in_3.wav,m.aqib,what are they want,what are don wind,what for the one,FALSE,FALSE
11454,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635800404.19517-in_5.wav,m.aqib,what are you be quiet a minute,whot you be quiet a minute,Why would you be quite a minute,FALSE,FALSE
11457,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040170.51756-in_8.wav,m.aqib,what are you do,what dare you to,What are you you,FALSE,FALSE
11459,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636041678.60169-in_6.wav,m.aqib,what are you going to do for me,what are you going to do for me,What are you gonna do for me,TRUE,FALSE
11482,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636393351.83611-in_5.wav,m.aqib,what can a ,what can a table,What can I start with a request,FALSE,FALSE
11488,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636047027.33326-in_0.wav,m.aqib,what can i do for you,what can i do for ou,What could I do with,FALSE,FALSE
11493,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635626251.105767-in_0.wav,m.aqib,what can i give over here,what can i give over here,0,TRUE,FALSE
11500,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637006385.77330-in_2.wav,m.aqib,what company are you,what company are y,what company,FALSE,FALSE
11527,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636729937.93443-in_2.wav,m.aqib,what did you say,what did yousay,What did you say Problem,FALSE,FALSE
11541,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636759152.167545-in_1.wav,m.aqib,what do you calling about,what are you calling about,What are you calling about,FALSE,FALSE
11548,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635455227.33112-in_14.wav,m.aqib,what do you look like,what do you look like,What do you work like,TRUE,FALSE
11560,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635541041.162120-in_1.wav,m.aqib,what do you need,what do we like,What do you need,FALSE,TRUE
11563,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_38.wav,m.aqib,What do you say,what do you thine,Whatd you say,FALSE,FALSE
11565,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636041678.60169-in_11.wav,m.aqib,What you say,wo i usually,What you say,FALSE,FALSE
11580,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635530014.84243-in_1.wav,m.aqib,what do you want,what do you watch,You want,FALSE,FALSE
11595,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635443185.3881-in_0.wav,m.aqib,what do you want it who are you,what do you want it who are you,Where are you want How are you,TRUE,FALSE
11601,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_57.wav,m.aqib,what do you want on it can me give you the number of what,what do you want on it can me give you the number of what,What do you want on it Let me give you the number of what,TRUE,FALSE
11603,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635199855.33117-in_1.wav,m.aqib,what do you want sir i dont have credit card i dont it,what do you want sir i dont have credit ca en i dont it,What do you want sir I dont have credit it card and I dont,FALSE,FALSE
11620,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635455227.33112-in_15.wav,m.aqib,what do you worry,what do you worry,What do you wearing,TRUE,FALSE
11640,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636579220.8910-in_2.wav,m.aqib,what had you know who the cow,what had you know who the cow,Or how you know who the call,TRUE,FALSE
11644,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636573738.13870-in_1.wav,m.aqib,what hell do you want,the hell do you want,The hell do you want,FALSE,FALSE
11656,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636994662.331172-in_10.wav,m.aqib,what information,what information,What information,TRUE,TRUE
11657,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636994662.331172-in_8.wav,m.aqib,what information what information,what affirmation what if,what information What if,FALSE,FALSE
11659,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635012803.37114-in_1.wav,m.aqib,what is a date relief program,what is a dat relief program,What is the debt relief program,FALSE,FALSE
11661,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636474548.5795-in_1.wav,m.aqib,what is a reference to?,what is e reference to,What is in reference to,FALSE,FALSE
11671,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635460619.67993-in_1.wav,m.aqib,what is it,what of it,What is it,FALSE,TRUE
11673,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203617.31403-in_3.wav,m.aqib,what is it for,what is it for,What this is for,TRUE,FALSE
11675,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635805851.37901-in_5.wav,m.aqib,what is it now,what is it now,What is it though,TRUE,FALSE
11676,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635887861.37718-in_1.wav,m.aqib,what is it reference to,what is it reference to,What is it in reference to,TRUE,FALSE
11677,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635458095.5618-in_4.wav,m.aqib,what is it that you need james,what is it that you need james,What is it that you need James,TRUE,TRUE
11692,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636740158.128441-in_0.wav,m.aqib,what is the purpose of this call please,what is the purpose of this call please,What is the purpose of this call please,TRUE,TRUE
11695,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636478130.19803-in_1.wav,m.aqib,what is this,why dis it,Claudia,FALSE,FALSE
11697,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634941306.37014-in_0.wav,m.aqib,what is this ,all that,What is this,FALSE,FALSE
11701,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635872816.11655-in_1.wav,m.aqib,what is this i dont undertand okay bye,what is this then undertone okay bye,What is this I dont understand Okay Bye,FALSE,FALSE
11702,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1637009560.95424-in_1.wav,m.aqib,What is this? some debt relief they have no debt good bye,book from met relief they have no debt good bye,What is this From Debt Relief They have no debts Goodbye,FALSE,FALSE
11703,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_22.wav,m.aqib,what is what what is my name,what is who what is my name,What is what what is my name,FALSE,TRUE
11709,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636049071.42975-in_2.wav,m.aqib,what it,hat it,What is,FALSE,FALSE
11710,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635203210.29040-in_12.wav,m.aqib,what it ,o  wat it,Last,FALSE,FALSE
11711,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636065555.271857-in_3.wav,m.aqib,what it be,an wat it be,0,FALSE,FALSE
11712,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637012290.117193-in_11.wav,m.aqib,what it taking so long,what it taking so long,But its taking so long,TRUE,FALSE
11713,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637001917.57886-in_3.wav,m.aqib,what it why you call,what it why you call,What why you,TRUE,FALSE
11716,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635606811.145554-in_1.wav,m.aqib,what james you called before for did other people call before and before to have something new to tell me that you did not tell,what james you called before for did other people call before and before to have something new to tell me that you didnt tell,well james your call before and sergeant other pick call before and before To have something new you tell me that you didnt tell,FALSE,FALSE
11730,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636649755.50120-in_0.wav,m.aqib,what kind of it allah,what kind of it allah,What kind,TRUE,FALSE
11741,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635019669.41310-in_66.wav,m.aqib,what my human,what my human,No what My humana,TRUE,FALSE
11742,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_25.wav,m.aqib,what name does your records have,w what name does your records have,Well what name does your records have,FALSE,FALSE
11750,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048977.42555-in_3.wav,m.aqib,what problem,wa wa wrong minute,0,FALSE,FALSE
11762,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636500584.37483-in_4.wav,m.aqib,what so far,what book of,What profile,FALSE,FALSE
11771,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637006385.77330-in_1.wav,m.aqib,what system regards james,what system regards him,Whats this in regards to,FALSE,FALSE
11775,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635878023.4759-in_2.wav,m.aqib,what that really told me what that,what that really poll em what that,What debt relief On What debt,FALSE,FALSE
11783,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636067207.62153-in_12.wav,m.aqib,"what the fuck are you peoples problems ?",what the fuck are you peoples problems,With the fuck are you people,FALSE,FALSE
11787,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636650288.51457-in_0.wav,m.aqib,what the fuck I can do for you ,what work can i do for you,What the fuck can I do for you,FALSE,FALSE
11791,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635605974.143090-in_1.wav,m.aqib,what the fucker you doing calling at seven fifty six in the morning youre breaking the log good bye,what the pucker you doing calling at seven fifty six in the morning youre breaking the log good bye,What the fuck are you doing calling at seven fifty six in the morning Youre breaking the log goodbye,FALSE,FALSE
11792,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635782993.2855-in_1.wav,m.aqib,what the hell are you talking about I dont have any debt,what the ever you talking about i dont have any debt,What the hell are you talking about I dont have any debt,FALSE,TRUE
11796,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636050099.230724-in_9.wav,m.aqib,what the hell you are do here,what can answer a hur do have,you do have,FALSE,FALSE
11809,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636990352.87996-in_1.wav,m.aqib,what up ,look up,Whats up,FALSE,FALSE
11810,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636998432.69972-in_1.wav,m.aqib,what up james,what up to jim,What james,FALSE,FALSE
11811,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634935064.36477-in_8.wav,m.aqib,what was happened to george am talking to  george ,what was happened to john on rocky jar,what what happened to Josh Im talking to Jeff,FALSE,FALSE
11816,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048080.38336-in_10.wav,m.aqib,what was they out,what was they out,What was that out,TRUE,FALSE
11832,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636144625.45139-in_2.wav,m.aqib,what what matter,what what matter,whats another,TRUE,FALSE
