Bot Transcription,Recording URL
so i can recognize i can recognize you guns from a thousand miles away or from across the i an clear on the other side of the world i can tell youre a summer,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636062509.261242-in_22.wav
you believe that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636062509.261242-in_23.wav
youre with what,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635888971.43079-in_1.wav
her drown,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635888971.43079-in_3.wav
well i would if i had any donald have any,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635539133.107921-in_2.wav
well good ta o to,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635894926.15659-in_2.wav
i have a cut of to,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635894926.15659-in_3.wav
wat the hello,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634934614.13251-in_0.wav
old lock,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634934614.13251-in_1.wav
we i dont here,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635203359.36360-in_3.wav
no i dont have no credit course indeed thank you do,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635203359.36360-in_4.wav
no i dont have any thats in death but i appreciate the calm thank,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635203359.36360-in_5.wav
no i dont no,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636831242.195875-in_2.wav
hi whos it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635782442.24944-in_0.wav
i got no debt my dear,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635782442.24944-in_1.wav
no i dont i just got a hot up and theyre not talking to anybody,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635459668.28803-in_4.wav
im not interested in that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1634934948.19253-in_3.wav
take me off your lift now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635531102.92308-in_1.wav
i am were and to make that happen in ever,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_1.wav
were getting am worship where you have that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_4.wav
my god you making up story if its not true took extra thing from somebody whatever took to mess them up why why what do i,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_5.wav
this is not for me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_6.wav
you guy wan a bug er ship thats all thats all ice,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_7.wav
this story a neck up,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_8.wav
i dont wonder could you talk calling anna horn methylitter with your life,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_9.wav
imay way doing it you ont gutta jail all this number of leper numbers its on the t v ink,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_13.wav
my soon make was mission up with third lion thief dertbac,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_15.wav
go and take what you want to take dont ask ediaman because no information will get,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_16.wav
not birthday not social security number is os will get off t,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636125305.363-in_17.wav
yes did i want a trip to hawaii,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636469668.2789-in_7.wav
i called from hawaii so i thought maybe i want to trap,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636469668.2789-in_8.wav
oh where are you calling from,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636469668.2789-in_9.wav
oh well shit i dont want to go to georgia all right well i guess were good then have a nice day,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636469668.2789-in_10.wav
to happen,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636832955.176199-in_1.wav
hes full and cannot accept new messages at this time please try again later good bye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636832955.176199-in_2.wav
now right now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635615853.48114-in_1.wav
yeah you called me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636059059.152222-in_0.wav
no your names firmer,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636059059.152222-in_1.wav
you your name is kitmurgy was written on my called i d your names not mike,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636059059.152222-in_2.wav
i didnt know that my god that sounds important,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636059059.152222-in_3.wav
go update my profile mo kindly no en get alone they need a little,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636059059.152222-in_6.wav
pay to birth yeah so screw it up,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636059059.152222-in_7.wav
thatall right,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636059059.152222-in_8.wav
no i do not not,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1636063034.11990-in_1.wav
after the late thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636394643.74256-in_0.wav
hello pe go,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636134379.21908-in_1.wav
not really okay good blue,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636134379.21908-in_2.wav
yeah pe beg,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635954380.21476-in_1.wav
oh my god what can i do,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635954380.21476-in_3.wav
oh oh oh buck thank you yes sir,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635954380.21476-in_4.wav
yes up didnt quite understand what that gentleman recording was saying but what about my dead profile its good iso,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635954380.21476-in_7.wav
yes and i i king i kind o pay it kin,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635954380.21476-in_8.wav
well what o by what can we do about it what can i do i dont have the money to pay off my credit car what can i do,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635954380.21476-in_9.wav
now what does that mean what all you just said i didnt understand it what what was i need to do to get my credit right mamma my man im asking,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635954380.21476-in_10.wav
oh oh shit okay im within that y u you dont you dont speak much england english and its hard to understand you but go ahead im sorry yeah eliminate that it yeahpee da,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635954380.21476-in_11.wav
bleeding the father pay to goat tucking wet back mother pucker by,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635954380.21476-in_12.wav
but you know witch down,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636585216.127628-in_0.wav
but of the coffee inman in o a old other of,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635539313.108593-in_2.wav
now what on,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613248.46859-in_0.wav
but you youre an idiot you call people who dont want to be called but do not all is,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613248.46859-in_1.wav
dont hear it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613248.46859-in_2.wav
non a minute,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613248.46859-in_3.wav
youre an idiot you call people who dont want to be called,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635613248.46859-in_4.wav
no no i dont,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636667383.204191-in_1.wav
the boy,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635270859.20617-in_0.wav
not been set up yet good bye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635545029.176431-in_0.wav
i ten thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636057862.137701-in_0.wav
okay he who is calling,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635198367.25371-in_2.wav
of course i ll like dont tell you what company you ar was whats the name of the company,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635198367.25371-in_3.wav
whats the name of the company please,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635198367.25371-in_4.wav
no sir i do not use credit cards,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635872644.11365-in_2.wav
you talk to my daughter,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635520311.64303-in_0.wav
all night youve passed her off,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635520311.64303-in_1.wav
not thank you no,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636830299.190678-in_1.wav
oh but can you think,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635524471.78237-in_1.wav
what american want,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635875740.11371-in_1.wav
he lo help,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636746802.124603-in_0.wav
hey same on well  i now your recording yeah,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636746802.124603-in_1.wav
please enter the number thirty six again please enter the number thirty six,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636471901.13064-in_0.wav
are you a democrat or republican,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636829493.318936-in_1.wav
hey hey i ask you a question i ask you i ask you a question i asked you a question,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636829493.318936-in_2.wav
the downtown rescommission,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635460352.22189-in_0.wav
did just leave me a message and all fraternity calls soon as possible thanks,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635798908.13526-in_0.wav
not really nt thats all about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635015350.54243-in_2.wav
take me off your list,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636057994.149779-in_1.wav
sorry im not in the et,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636756731.163090-in_2.wav
will you hurry up,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1634938056.38876-in_1.wav
i got no credit cards i aint got enough credit cards so i aint going debt,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1634938056.38876-in_2.wav
i aint got i i dont have credit card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1634938056.38876-in_3.wav
i dont have none ill land then ill her,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1634938056.38876-in_4.wav
oh ga back,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1634938056.38876-in_5.wav
no thank you talking boebike,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634923066.10999-in_2.wav
sorry this mail box is full it cant receive any more messages please call again later,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636485310.3685-in_1.wav
can i speak to a live operator,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636824968.305296-in_5.wav
no at any time,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636824968.305296-in_6.wav
a uratic  like saw yufagoa,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636824968.305296-in_7.wav
yeah suck dick eulegg ball,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636824968.305296-in_8.wav
id rather speak to a human being,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_1.wav
filter that the visits maomobile shop back or the saber judged the player on the top with a five malo porter right year to i elevated year of john over john milan educate channel and decadaming melon gemuvido alliatanvelven its very will in b b c or,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_3.wav
ball t after all her different part and even like coursetin an the top now the over crew use te toe spatial separating all at bill tat at not been in e bucket not beyond te peur filter ive got one under my motercall right now a been had a separated and a hinges while begiiearly boy to is notion the bill and efefeature by tell cornea megeceor boon to coli  be andloomin like that but i really e to been and id love shore to how i a,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_4.wav
rise i o would had belief then afpecue the tree e the on,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_5.wav
in co pain that she had free give mobile download,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_6.wav
yeah fun began by clock in a bred new rigid shop back doesnt quite have a new car smell the that beget or having a character which o my urate layer but go im going to use a portal leg the first waste make ha i pie laying of the bank and putting down,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_7.wav
r cut the for on even be better that they pit in e who,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_8.wav
okay now weak be reduced on the top that pay the mi down compare to on that he could go around and of of the line of the back,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_10.wav
the slander struggled aboutout them ether from the vacuum and was and feeling on the pure by for e this covered bed one halfage diameter vein see into the bottom and i use tate to get a measurement with my fuck how long i want each lay fir out the measurement pick over t minor call and may for  here in making sure the face arent secure but i didnt realize that they werent going all the way down and i needed to get longer for austria tack later now youe been a ein one and a half tend be correct but that time o run around the lift of that lid section letpegran record in mazurka scalping wit e buds ilyin down in red of,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_11.wav
keeping my water go cutting j you make the purple out of the finer which really gives you a jug and must e back and marry goes venom and then on te road,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_12.wav
of i got my measurement oronident on pain as my outer i  hear remember take your rose play off that you construed e game on oe the  i to to an,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_13.wav
quite little check you to make sure im good,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_14.wav
whatever the whole dine it clothing around the general i drew the pitt of and i committed my later bin one and by the way of using a covering gray on little by little i  go around d make sure that the n being pot we all in,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_15.wav
look up the fall and oh no the struggle is not big enough but thats sky the reason i left in the video hat one show you how you could think all you have to down the circle and e out to comply with cap te holder tidy who allow you to have a pinapon quieter on a bigger cicadiamet with no problem an,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1637081260.6319-in_17.wav
no of be the guy just second lise,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635546336.75871-in_1.wav
im busy right now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635518425.23406-in_1.wav
wave mess genial phone number ill get back you si second thanks for callingbye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636057945.246110-in_0.wav
they go they could are on not,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636488981.2963-in_0.wav
well was of cap that we get one her hello said sugessha,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636488981.2963-in_1.wav
i your name and pon number,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634942125.51596-in_0.wav
please,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635457497.9615-in_1.wav
no youre not needles,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636728474.217571-in_2.wav
you mean my onto,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1634941124.28041-in_1.wav
how could it be spread,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1634941124.28041-in_2.wav
i dont i dont have fun,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1634941124.28041-in_3.wav
youre a machine bye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636390121.4094-in_1.wav
when hello are to all dont,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636152915.54565-in_0.wav
are you doing dame you dont have ri today o came to know what i was to telling my girlfriend that we was looking to have some company to day james do you want to come over and have a beer with us,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636152915.54565-in_2.wav
night at seven oclock we have some ran over and we want you to come over james what kind of beard do you drink wel well he bout whatever kind of barry you go you drink far and white,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636152915.54565-in_3.wav
you going to give me a credit card well i you going t give me a credit card nd i can by some beer tonight,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636152915.54565-in_4.wav
yes fir and you gong t give me a credit card so i can buy the far surewill id id next the more beer we going have bee tonight at seven oclock you coming james are you there,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636152915.54565-in_5.wav
are you there same hello think he hung up he s hes going t give me quite a car,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636152915.54565-in_6.wav
games we we can use that credit card to buy some bid dan you that day,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636152915.54565-in_7.wav
thank you i dont have any debt,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635009996.35163-in_1.wav
age you it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635518915.45707-in_1.wav
no i dont james he can show up your hot,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636150291.24166-in_1.wav
hello old,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635981315.17891-in_0.wav
i own no one,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636497073.30430-in_3.wav
on,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636827759.190599-in_2.wav
hello canyon no,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636827759.190599-in_6.wav
en thing be to affection,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636827759.190599-in_7.wav
no book by,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635010595.15673-in_1.wav
whos calling hello,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636738689.241896-in_4.wav
whore going,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636738689.241896-in_7.wav
os whos calling,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636738689.241896-in_8.wav
i have no idea and i dont know what youre talking about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636738689.241896-in_9.wav
no i like high credit,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1636818018.21046-in_3.wav
i not all relief only i hadt pad payments in ten years,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635796117.12739-in_2.wav
no dont cancer i dont need it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635796117.12739-in_3.wav
no debt pay it off,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634941963.39430-in_1.wav
go fuck yourself king no i dont and stop calling me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636816020.78485-in_1.wav
well thats because i had never had a dance,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635800404.19517-in_2.wav
i dont not,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635800404.19517-in_3.wav
wellthats what he said but i aint on no bet to git relief from,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635800404.19517-in_4.wav
whot you be quiet a minute,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635800404.19517-in_5.wav
im sorry i cant hear you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635886752.4592-in_2.wav
i can her i cant hear anything tore saying,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635886752.4592-in_3.wav
please tall again thank you for your call memory ll,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1634941147.58617-in_0.wav
will it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635521979.68989-in_1.wav
i dont need any help,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635788923.33191-in_1.wav
hi how do i help you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_0.wav
hello hm,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_11.wav
thats fine as yours,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_12.wav
can i using my credit card for what,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_14.wav
not still use them,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_15.wav
about thirteen thousand,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_17.wav
its twelve twenty three,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_21.wav
o o immediate it is three seven one two eight five three four six six nine five thereof,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_22.wav
nine five zero zero,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_23.wav
okay thats my credit card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_24.wav
w what name does your records have,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_25.wav
whats my name ill use has variation youre telling my numbers wrong it carta have in my hand whats my name,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_26.wav
i know what my name is almond to tell me because youre telling me its wrong and its the card that i have i just took it out of my wallet,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_27.wav
okay tat you knothank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1637007591.62928-in_28.wav
i beg you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635970735.70086-in_0.wav
whos talking,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1634942169.32296-in_1.wav
mind will,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636663749.81708-in_2.wav
i dont think you know wat tell youre talking about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636663749.81708-in_3.wav
hello o you ton,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635543681.131942-in_0.wav
no bit now im on my way out,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636739774.148078-in_1.wav
he i don,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635952890.10715-in_1.wav
no i dont by,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635613646.36909-in_1.wav
have no idea what youre talking,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636480149.35234-in_3.wav
i have no idea you call me about some cap up what is it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636480149.35234-in_7.wav
i dont have any credit card yet,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636480149.35234-in_8.wav
ah i dont have any debt right now so,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635622014.93776-in_2.wav
no thank you thankyou,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635622014.93776-in_3.wav
i dont have a credit card my debt rural paid wolf,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636399473.97416-in_1.wav
who do update it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635538531.114076-in_2.wav
uhhuh i dont have anything to think about death im no im  in no debt i dont want to discuss it so you call another wrong people,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635013141.49106-in_1.wav
i dont use credit cards thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635013141.49106-in_2.wav
ar not know anti,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635974826.89474-in_1.wav
i dont and it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635974826.89474-in_2.wav
can you go there,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635974826.89474-in_4.wav
good hollywool hello,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635974826.89474-in_5.wav
hello whos talking he was talking,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635974826.89474-in_7.wav
hello i am not hi la not call me obey,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635974826.89474-in_8.wav
wait dinner an an making for closure,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI5-1635895007.27782-in_0.wav
no but what who it all about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636148573.39251-in_2.wav
oh i dont believe,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636148573.39251-in_3.wav
no i i really dont have tire now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636148573.39251-in_4.wav
no i dont im im not with,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636389020.46221-in_2.wav
up i dont need no debt relief thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636487802.11036-in_1.wav
thank you for calling college net our employees are,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635970865.94117-in_2.wav
my hello,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_0.wav
yeah can you hear me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_11.wav
dont give peace i am going to record this conversation,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_12.wav
because it te build get call,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_13.wav
when i contact my lawyer they they know wo icon,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_14.wav
for is a harassment call,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_15.wav
yep thats why im recording this conversation that way a that way i know everything and here and will record it bu give it my lawyer and make in had,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_16.wav
yep sure ken,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_17.wav
i dont know how youll qualify nobody to in te ne who all,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_18.wav
i heave his fine,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_19.wav
then who alma,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_21.wav
what is who what is my name,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_22.wav
im asking you if you ive been qualified for t what is my name,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_23.wav
